word,reading_hira
星祭り,ほしまつり
粉食,ふんしょく
稼ぎ手,かせぎて
郡庁,ぐんちょう
社費,しゃひ
皇朝,こうちょう
神化,しんか
振り付ける,ふりつける
辛勝,しんしょう
形木,かたぎ
旨趣,ししゅ
大葬,たいそう
答書,とうしょ
廃合,はいごう
宝典,ほうてん
例言,れいげん
天滓,てんかす
篆刻,てんこく
支川,しせん
印書,いんしょ
開巻,かいかん
及ぼし合う,およぼしあう
兼修,けんしゅう
元始,げんし
後身,こうしん
繊巧,せんこう
覆水,ふくすい
遺墨,いぼく
印行,いんこう
印相,いんそう
金砂,きんしゃ
古籍,こせき
祭服,さいふく
呪詞,じゅし
住僧,じゅうそう
真個,しんこ
草仮名,そうがな
草がな,そうがな
拓本,たくほん
半夜,はんや
必する,ひっする
普門,ふもん
風人,ふうじん
物別れ,ものわかれ
奉体,ほうたい
良木,りょうぼく
霊塔,れいとう
佩用,はいよう
羂索,けんさく
精管,せいかん
竹麦魚,ほうぼう
謹直,きんちょく
多心,たしん
漫筆,まんぴつ
本表,ほんぴょう
投げ売り,なげうり
心王,しんのう
武科,ぶか
庶物,しょぶつ
巻き髪,まきがみ
序する,じょする
西院,さいいん
東路,あずまじ
被風,ひふ
捏,つくね
狆ころ,ちんころ
完徳,かんとく
諸郡,しょぐん
仏堂,ぶつどう
骨部,こつぶ
全仏,ぜんふつ
伝音,でんおん
撃柝,げきたく
塊状,かいじょう
褐藻,かっそう
菌体,きんたい
食性,しょくせい
寺伝,じでん
外湯,そとゆ
剣山,けんざん
内妻,ないさい
金斗,きんと
先富,せんぷ
村税,そんぜい
年賦,ねんぷ
墺,おう
具眼,ぐがん
混線,こんせん
思文,しぶん
倉卒,そうそつ
摘録,てきろく
兵備,へいび
邦家,ほうか
北組,きたぐみ
ｔｋｏ,てぃーけーおー
ＴＫＯ,てぃーけーおー
代返,だいへん
銅管,どうかん
漆工,しっこう
執り成し,とりなし
取りなし,とりなし
海自,かいじ
鬱勃,うつぼつ
禅家,ぜんか
親疎,しんそ
淡麗,たんれい
岩層,がんそう
正風,しょうふう
廓然,かくぜん
学統,がくとう
皇恩,こうおん
細緻,さいち
秘図,ひず
生剥,なまはげ
内製,ないせい
教組,きょうそ
訪ソ,ほうそ
青貝,あおがい
背黄青,せきせい
赤誠,せきせい
支判,しはん
失権,しっけん
間違え,まちがえ
釣行,ちょうこう
銃刀,じゅうとう
自船,じせん
悔過,けか
山号,さんごう
視診,ししん
急派,きゅうは
市報,しほう
酔人,すいじん
全史,ぜんし
他姓,たせい
鉄血,てっけつ
法認,ほうにん
下作,げさく
高冷地,こうれいち
惜敗,せきはい
邪見,じゃけん
血豆,ちまめ
血まめ,ちまめ
八重歯,やえば
魔導,まどう
腋毛,わきげ
ほっぽり出す,ほっぽりだす
宛然,えんぜん
汚損,おそん
快刀,かいとう
京華,けいか
侵華,しんか
振起,しんき
島主,とうしゅ
廃刀,はいとう
暴き立てる,あばきたてる
伯楽,はくらく
匡正,きょうせい
横歩き,よこあるき
横歩,よこあるき
準々,じゅんじゅん
華主,かしゅ
小計,しょうけい
知日,ちにち
局名,きょくめい
砂肝,すなぎも
売買春,ばいばいしゅん
勤怠,きんたい
陸生,りくせい
壮途,そうと
萌え出る,もえでる
寸詰まり,すんづまり
東関,とうかん
遡航,そこう
童蒙,どうもう
百箇,ももち
百道,ももち
未生,みしょう
国劇,こくげき
自記,じき
本代,ほんだい
軽費,けいひ
可搬,かはん
正房,せいぼう
清美,せいみ
手慰み,てなぐさみ
手なぐさみ,てなぐさみ
南限,なんげん
金柑,きんかん
油膜,ゆまく
無配,むはい
上縁,じょうえん
選鉱,せんこう
法条,ほうじょう
水理,すいり
風炉,ふろ
醇化,じゅんか
神火,しんか
聖衆,しょうじゅ
明法,みょうぼう
殴り飛ばす,なぐりとばす
火盗,かとう
帰城,きじょう
東日,とうにち
同胎,どうたい
覇王,はおう
一季,いっき
長須鯨,ながすくじら
斑入り,ふいり
浩然,こうぜん
線虫,せんちゅう
餡蜜,あんみつ
出炭,しゅったん
水勢,すいせい
馬脚,ばきゃく
茶匙,ちゃさじ
供試,きょうし
等温,とうおん
内箱,うちばこ
小円,しょうえん
急登,きゅうとう
口開き,くちびらき
口開,くちびらき
代人,だいにん
演変,えんぺん
貴翰,きかん
県議,けんぎ
州際,しゅうさい
接受,せつじゅ
東半,とうはん
丕顕,ひけん
多食,たしょく
営所,えいしょ
可用,かよう
貴衆,きしゅう
実教,じっきょう
説示,せつじ
空冷,くうれい
風切り,かざきり
異伝,いでん
影向,ようごう
釈する,しゃくする
神衣,しんい
総管,そうかん
愚策,ぐさく
鼎談,ていだん
てい談,ていだん
要論,ようろん
硫安,りゅうあん
下肺,かはい
公傷,こうしょう
立ち技,たちわざ
利食い,りぐい
詰め合わせる,つめあわせる
取り口,とりくち
凸面,とつめん
口部,こうぶ
体腔,たいこう
道友,どうゆう
乳棒,にゅうぼう
玉櫛笥,たまくしげ
玉匣,たまくしげ
序奏,じょそう
黒斑,くろぶち
元職,げんしょく
売約,ばいやく
戊,ぼ
後送,こうそう
主祭,しゅさい
類語,るいご
首元,くびもと
降圧,こうあつ
ｊｐｎ,じぇーぴーえぬ
ＪＰＮ,じぇーぴーえぬ
常勝,じょうしょう
数え歌,かぞえうた
全敗,ぜんぱい
投げ技,なげわざ
同庁,どうちょう
白丸,しろまる
浮塵子,うんか
儀仗,ぎじょう
泣き落とす,なきおとす
黒焼き,くろやき
昇竜,しょうりゅう
炭団,たどん
腹掛け,はらがけ
射幸,しゃこう
冷食,れいしょく
麦薯蕷,むぎとろ
麦とろ,むぎとろ
有り無し,ありなし
虞犯,ぐはん
ぐ犯,ぐはん
電離,でんり
昼行,ちゅうこう
大欲,たいよく
注油,ちゅうゆ
分葱,わけぎ
遠め,とおめ
米誌,べいし
忌中,きちゅう
立夏,りっか
ちゃんこ鍋,ちゃんこなべ
電電,でんでん
黒蜜,くろみつ
骨法,こっぽう
雪肌,ゆきはだ
当て馬,あてうま
あて馬,あてうま
馴れ合う,なれあう
剥げ,はげ
負け越す,まけこす
宗族,そうぞく
蔗糖,しょとう
栄進,えいしん
凶弾,きょうだん
仏学,ぶつがく
選り出す,よりだす
より出す,よりだす
指遣い,ゆびづかい
指使い,ゆびづかい
国章,こくしょう
絶佳,ぜっか
長流,ちょうりゅう
瑤,よう
商都,しょうと
平信,へいしん
叢林,そうりん
引き船,ひきふね
姥桜,うばざくら
海東,かいとう
泣き暮らす,なきくらす
原意,げんい
今日明日,きょうあす
三色,さんしき
紙撚り,こより
社報,しゃほう
女役,おんなやく
水火,すいか
水団,すいとん
水枕,みずまくら
水まくら,みずまくら
他州,たしゅう
打ちゃり,うっちゃり
打ち替える,うちかえる
中入り,なかいり
入り前,いりまえ
仏天,ぶってん
陸屋根,ろくやね
社研,しゃけん
聴器,ちょうき
暗め,くらめ
出涸らし,でがらし
出がらし,でがらし
初号,しょごう
勲記,くんき
諸邦,しょほう
入質,にゅうしち
必置,ひっち
満山,まんざん
民報,みんぽう
荷札,にふだ
目打ち,めうち
府省,ふしょう
綾取る,あやどる
隠亡,おんぼう
屋並み,やなみ
家なみ,やなみ
花筏,はないかだ
花冷え,はなびえ
幹竹,からたけ
観艦,かんかん
還都,かんと
奇計,きけい
亀鑑,きかん
漁色,ぎょしょく
強勢,きょうせい
金穀,きんこく
群棲,ぐんせい
鶏鳴,けいめい
犬馬,けんば
減封,げんぽう
狐憑き,きつねつき
狐憑,きつねつき
肯綮,こうけい
参殿,さんでん
山坂,やまさか
至便,しべん
詩友,しゆう
手鼻,てばな
手ばな,てばな
醇乎,じゅんこ
初世,しょせい
小店,しょうてん
食休み,しょくやすみ
雛遊び,ひなあそび
ひな遊び,ひなあそび
聖恩,せいおん
大原女,おはらめ
中蓋,なかぶた
中ぶた,なかぶた
鋳込む,いこむ
長髯,ちょうぜん
追い使う,おいつかう
追いつかう,おいつかう
点灯,てんとう
登仙,とうせん
踏み抜く,ふみぬく
陶板,とうはん
帆掛け,ほかけ
藩庫,はんこ
蕃人,ばんじん
披見,ひけん
敷板,しきいた
負かる,まかる
風の子,かぜのこ
亡妻,ぼうさい
夢路,ゆめじ
名剣,めいけん
目路,めじ
幼童,ようどう
離魂,りこん
涼気,りょうき
菘,すずな
坑儒,こうじゅ
筆入れ,ふでいれ
岩頭,がんとう
驚倒,きょうとう
恵比須顔,えびすがお
えびす顔,えびすがお
荒技,あらわざ
荒業,あらわざ
守袋,まもりぶくろ
守り袋,まもりぶくろ
酒家,しゅか
微罪,びざい
鼻紙,はながみ
仏徒,ぶっと
防塵,ぼうじん
夜伽,よとぎ
夜明かし,よあかし
柳腰,やなぎごし
竹材,ちくざい
庭球,ていきゅう
逢魔,おうま
合馬,おうま
悪たれ,あくたれ
園舎,えんしゃ
艶福,えんぷく
遠矢,とおや
遠野,とおや
押し伏せる,おしふせる
温習,おんしゅう
仮縫い,かりぬい
各房,かくぼう
額装,がくそう
冠毛,かんもう
還任,かんにん
雁首,がんくび
気振り,けぶり
客筋,きゃくすじ
胸前,きょうぜん
沓脱ぎ,くつぬぎ
沓脱,くつぬぎ
結句,けっく
堅陣,けんじん
五平,ごへい
御足,おあし
咲き溢れる,さきこぼれる
咲きこぼれる,さきこぼれる
咲き匂う,さきにおう
咲きにおう,さきにおう
擦過,さっか
山元,やまもと
山本,やまもと
思い合わす,おもいあわす
詩業,しぎょう
射込む,いこむ
柔毛,じゅうもう
重囲,じゅうい
笑い崩れる,わらいくずれる
上刻,じょうこく
陣列,じんれつ
水煙,すいえん
炊煙,すいえん
世迷い言,よまいごと
束脩,そくしゅう
棚ぼた,たなぼた
担げる,かたげる
鳥屋,とや
戸谷,とや
鳥黐,とりもち
艇首,ていしゅ
動輪,どうりん
突き抜く,つきぬく
入神,にゅうしん
白肌,しらはだ
緋鯉,ひごい
面付き,つらつき
餅肌,もちはだ
もち肌,もちはだ
余り物,あまりもの
余りもの,あまりもの
落款,らっかん
乱軍,らんぐん
裏窓,うらまど
離間,りかん
立ち番,たちばん
流砂,りゅうさ
婉然,えんぜん
憫笑,びんしょう
撓垂れ掛かる,しなだれかかる
撥ね飛ばす,はねとばす
鬱然,うつぜん
芬々,ふんぷん
仮構,かこう
居職,いじょく
什宝,じゅうほう
点画,てんかく
洋傘,ようがさ
たも網,たもあみ
稲荷鮨,いなりずし
家説,かせつ
巻首,かんしゅ
帰校,きこう
記主,きしゅ
吉例,きちれい
賢帝,けんてい
師道,しどう
諸版,しょはん
小蛇,しょうじゃ
省制,しょうせい
石印,せきいん
占手,うらて
達意,たつい
配本,はいほん
矧ぐ,はぐ
仏頭,ぶっとう
補筆,ほひつ
鳴神,なるかみ
両材,りょうざい
霊薬,れいやく
嵌入,かんにゅう
家近,えちか
遺灰,いはい
遺業,いぎょう
詰め直す,つめなおす
結び合わす,むすびあわす
結合す,むすびあわす
催淫,さいいん
授かり,さずかり
少憩,しょうけい
長閥,ちょうばつ
東郊,とうこう
補い,おぎない
務め上げる,つとめあげる
盲愛,もうあい
咎め立て,とがめだて
蛭木,ひるぎ
秋林,しゅうりん
明徴,めいちょう
筆勢,ひっせい
問責,もんせき
賤人,せんじん
公差,こうさ
受水,じゅすい
水入り,みずいり
別送,べっそう
芍薬,しゃくやく
受贈,じゅぞう
増車,ぞうしゃ
開珎,かいちん
名香,めいこう
緑肥,りょくひ
育み育てる,はぐくみそだてる
はぐくみ育てる,はぐくみそだてる
円舞,えんぶ
金枝,きんし
田舎家,いなかや
島島,しましま
島々,しましま
破帽,はぼう
卑語,ひご
畢生,ひっせい
凡百,ぼんぴゃく
満座,まんざ
立位,りつい
科研,かけん
空木,うつぎ
宇津木,うつぎ
雇員,こいん
方案,ほうあん
烏口,からすぐち
厭人,えんじん
原名,げんめい
雑器,ざっき
大寒,だいかん
島伝い,しまづたい
別珍,べっちん
笹屋,ささや
戯,おどけ
どら声,どらごえ
韻字,いんじ
夏日,なつび
花菖蒲,はなあやめ
花あやめ,はなあやめ
回漕,かいそう
巻き狩り,まきがり
巻狩り,まきがり
義舎,ぎしゃ
拠所無い,よんどころない
駒引き,こまひき
駒引,こまひき
君恩,くんおん
軍営,ぐんえい
剣突く,けんつく
肩衣,かたぎぬ
孤愁,こしゅう
光波,こうは
告文,こくぶん
狛,こま
薩人,さつじん
山籠もり,やまごもり
山ごもり,やまごもり
侍者,じしゃ
廠舎,しょうしゃ
障泥,あおり
上っ張り,うわっぱり
食券,しょっけん
垂乳根,たらちね
性技,せいぎ
先付け,さきづけ
訴人,そにん
喪章,もしょう
早仕舞い,はやじまい
早じまい,はやじまい
造仏,ぞうぶつ
賊徒,ぞくと
大光,たいこう
暖衣,だんい
着剣,ちゃっけん
鳥刺し,とりさし
鳥刺,とりさし
泥足,どろあし
敵影,てきえい
敵火,てきか
鉄石,てっせき
踏み段,ふみだん
頭分,かしらぶん
内奏,ないそう
燃えさし,もえさし
陪乗,ばいじょう
板屋根,いたやね
不住,ふじゅう
物凄まじい,ものすさまじい
悶え死ぬ,もだえしぬ
もだえ死ぬ,もだえしぬ
用談,ようだん
来攻,らいこう
落とし胤,おとしだね
落とし種,おとしだね
老尼,ろうに
奸物,かんぶつ
嬪,ひん
炒り豆,いりまめ
いり豆,いりまめ
轅,ながえ
霖雨,りんう
頸骨,けいこつ
測地,そくち
白餡,しろあん
白あん,しろあん
筏師,いかだし
不味,ふみ
噴門,ふんもん
鮎漁,あゆりょう
アユ漁,あゆりょう
黄精,おうせい
後肢,こうし
縞目,しまめ
しま目,しまめ
小雀,こがら
晴々しい,はればれしい
晴れ晴れしい,はればれしい
生かる,いかる
生色,せいしょく
洗い上げる,あらいあげる
低まる,ひくまる
聞き過ごす,ききすごす
聞きすごす,ききすごす
包み焼き,つつみやき
胞衣,えな
草臥れ儲け,くたびれもうけ
発走,はっそう
紺地,こんじ
手抜かり,てぬかり
小半,こなから
突き合う,つきあう
力比べ,ちからくらべ
力くらべ,ちからくらべ
県費,けんぴ
熟度,じゅくど
自自,じじ
得喪,とくそう
売官,ばいかん
魔的,まてき
罪証,ざいしょう
ｎｉｃ,にっく
が行,がぎょう
当たり外れ,あたりはずれ
道糸,みちいと
付票,ふひょう
有報,ゆうほう
預かり証,あずかりしょう
外性,がいせい
増床,ぞうしょう
労わり合う,いたわりあう
いたわり合う,いたわりあう
喀痰,かくたん
灌流,かんりゅう
柔媚,じゅうび
暢達,ちょうたつ
休園,きゅうえん
いびり出す,いびりだす
せせら笑い,せせらわらい
称す,そやす
異心,いしん
引き破る,ひきやぶる
学規,がっき
兜巾,ときん
凶運,きょううん
見場,みば
高手,たかて
国禁,こっきん
女傑,じょけつ
上げ蓋,あげぶた
上蓋,あげぶた
陳弁,ちんべん
突き砕く,つきくだく
つき砕く,つきくだく
反間,はんかん
歩廊,ほろう
母船,ぼせん
役僧,やくそう
裏見,うらみ
陋劣,ろうれつ
尻鰭,しりびれ
進塁,しんるい
腹持ち,はらもち
魔球,まきゅう
腓骨,ひこつ
ｃａｂｒｉ,かぶり
蛍袋,ほたるぶくろ
煮上がる,にあがる
濁酒,だくしゅ
中手,なかて
肝試し,きもだめし
横好き,よこずき
校医,こうい
昨冬,さくとう
出陳,しゅっちん
双曲,そうきょく
待ち人,まちびと
茶味,ちゃみ
渡英,とえい
由無い,よしない
由ない,よしない
余病,よびょう
陸羽,りくう
齣割り,こまわり
一っ飛び,ひとっとび
ひとっ飛び,ひとっとび
角目,つのめ
見台,けんだい
四十路,よそじ
与三次,よそじ
失血,しっけつ
全弾,ぜんだん
疎林,そりん
跳ばす,とばす
冬木,ふゆき
冬樹,ふゆき
投扇,とうせん
半泣き,はんなき
半魚,はんぎょ
聞き捨てる,ききすてる
光害,こうがい
塩瀬,しおぜ
鴨の嘴,かものはし
極太,ごくぶと
肩上げ,かたあげ
誤らす,あやまらす
謝らす,あやまらす
雪男,ゆきおとこ
廃部,はいぶ
被らす,かぶらす
竜の落とし子,たつのおとしご
鳥貝,とりがい
鳥飼,とりがい
服忌,ぶっき
群れ咲く,むれさく
心内,しんない
奇書,きしょ
蛇籠,じゃかご
蛇かご,じゃかご
成規,せいき
船積,せんせき
美服,びふく
北郊,ほっこう
傾性,けいせい
主格,しゅかく
積み残し,つみのこし
中英,ちゅうえい
読み落とす,よみおとす
来談,らいだん
軽課,けいか
蚕糸,さんし
一極,いっきょく
葉菜,ようさい
増配,ぞうはい
左団扇,ひだりうちわ
左うちわ,ひだりうちわ
間然,かんぜん
教門,きょうもん
古器,こき
山民,さんみん
唱え言,となえごと
水垢離,みずごり
水ごり,みずごり
飛揚,ひよう
戊申,ぼしん
奉奠,ほうてん
北流,ほくりゅう
野遊び,のあそび
色界,しきかい
同病,どうびょう
離床,りしょう
上師,じょうし
半座,はんざ
凶鳥,きょうちょう
名記,みょうき
届け書,とどけしょ
隠し芸,かくしげい
蹴込む,けこむ
大切り,おおぎり
大切,おおぎり
大味,おおあじ
東天,とうてん
伏魔,ふくま
暴慢,ぼうまん
往訪,おうほう
鞍上,あんじょう
心悸,しんき
鮮鋭,せんえい
介党鱈,すけとうだら
合皮,ごうひ
煮麺,にゅうめん
取り直し,とりなおし
水炊き,みずたき
下学,かがく
奇々,きき
古言,こげん
侍講,じこう
自注,じちゅう
善本,ぜんぽん
頽落,たいらく
図法,ずほう
甲号,こうごう
杉菜,すぎな
功力,くりき
山雲,さんうん
師資,しし
身拵え,みごしらえ
身ごしらえ,みごしらえ
唐変木,とうへんぼく
栄典,えいてん
共愛,きょうあい
決選,けっせん
宵っ張り,よいっぱり
宵っぱり,よいっぱり
涼み,すずみ
新線,しんせん
審決,しんけつ
種取り,たねとり
航走,こうそう
あ行,あぎょう
失費,しっぴ
焼締め,やきしめ
焼き締め,やきしめ
害意,がいい
燦,さん
重爆,じゅうばく
遵奉,じゅんぽう
潜竜,せんりょう
動座,どうざ
南組,みなみぐみ
爆砕,ばくさい
密行,みっこう
野積み,のづみ
法意,ほうい
外政,がいせい
風営,ふうえい
乳量,にゅうりょう
背板,せいた
一白,いっぱく
花蕾,からい
諸器,しょき
壌土,じょうど
星状,せいじょう
草根,そうこん
底質,ていしつ
風砂,ふうさ
名薬,めいやく
辛党,からとう
千振,せんぶり
不凍,ふとう
溶存,ようぞん
三権,さんけん
芽立ち,めだち
目立ち,めだち
以深,いしん
光力,こうりょく
低出,ていしゅつ
橙黄,とうこう
陰日向,かげひなた
陰ひなた,かげひなた
感泣,かんきゅう
燦爛,さんらん
死に変わる,しにかわる
死物,しぶつ
都鄙,とひ
当意,とうい
撞木,しゅもく
鉢の子,はちのこ
半国,はんごく
政綱,せいこう
停会,ていかい
肉牛,にくぎゅう
極盛,きょくせい
恒産,こうさん
側方,そくほう
打ちかます,ぶちかます
対南,たいなん
中弛み,なかだるみ
中だるみ,なかだるみ
内方,ないほう
緑風,りょくふう
緘黙,かんもく
客貨,きゃっか
蚊柱,かばしら
画名,がめい
柑,かん
気散じ,きさんじ
旧稿,きゅうこう
渓間,けいかん
行歩,こうほ
腰間,ようかん
笹藪,ささやぶ
笹やぶ,ささやぶ
師家,しか
師友,しゆう
初霜,はつしも
乗り過ごす,のりすごす
心猿,しんえん
吹き晒す,ふきさらす
吹きさらす,ふきさらす
村祭り,むらまつり
天柱,てんちゅう
発条仕掛け,ばねじかけ
ばね仕掛け,ばねじかけ
副賞,ふくしょう
下放,かほう
物成り,ものなり
物成,ものなり
量目,りょうめ
単眼,たんがん
塩茹で,しおゆで
塩ゆで,しおゆで
古法,こほう
告諭,こくゆ
親任,しんにん
反帝,はんてい
押さえ付け,おさえつけ
強攻,きょうこう
釣人,ちょうじん
乾魚,かんぎょ
牛皮,ぎゅうひ
煮崩れ,にくずれ
荷崩れ,にくずれ
代講,だいこう
葉状,ようじょう
綾織り,あやおり
あや織り,あやおり
官許,かんきょ
春濤,しゅんとう
織工,しょっこう
澄み通る,すみとおる
澄みとおる,すみとおる
先の日,さきのひ
弾み車,はずみぐるま
腰折れ,こしおれ
力負け,ちからまけ
臍帯,さいたい
吹屋,ふきや
混生,こんせい
酒石,しゅせき
鮮赤,せんせき
磯釣り,いそづり
いそ釣り,いそづり
干し上がる,ほしあがる
見張らす,みはらす
甑,こしき
再戦,さいせん
死に水,しにみず
十目,じゅうもく
初荷,はつに
食わず芋,くわずいも
石敷き,いしじき
登路,とうろ
二枚腰,にまいごし
熱砂,ねっさ
奔出,ほんしゅつ
目刺し,めざし
目指し,めざし
新家,しんや
帯する,たいする
知命,ちめい
忍ばす,しのばす
白袴,しろばかま
斑気,むらぎ
村木,むらぎ
病体,びょうたい
現勢,げんせい
浸礼,しんれい
殿試,でんし
不甲斐,ふがい
府外,ふがい
株高,かぶだか
ｄｒｅｓｓ,どれす
飛天,ひてん
堅果,けんか
小輪,しょうりん
苔桃,こけもも
東流,とうりゅう
老幼,ろうよう
為本,いほん
活物,かつぶつ
教勢,きょうせい
釈氏,しゃくし
秋冷,しゅうれい
信女,しんにょ
正位,せいい
添え状,そえじょう
道俗,どうぞく
物相,もっそう
縫い代,ぬいしろ
配船,はいせん
歳歳,さいさい
菊判,きくばん
僧団,そうだん
旦夕,たんせき
等時,とうじ
聞き落とす,ききおとす
平調,ひょうじょう
本券,ほんけん
標石,ひょうせき
直根,ちょっこん
矢羽,やばね
矢羽根,やばね
厩肥,きゅうひ
卸商,おろししょう
仮空,かくう
急追,きゅうつい
虚業,きょぎょう
鼓する,こする
上げ潮,あげしお
貸席,かしせき
転住,てんじゅう
頭注,とうちゅう
揚言,ようげん
和書,わしょ
骨相,こっそう
蹴出す,けだす
盛り花,もりばな
即妙,そくみょう
珍物,ちんぶつ
蕩々,とうとう
白楊,はくよう
半拍,はんぱく
披講,ひこう
弁官,べんかん
漫々,まんまん
鈴懸,すずかけ
老熟,ろうじゅく
繧繝,うんげん
ｂｉｓ,びす
砕屑,さいせつ
在室,ざいしつ
師表,しひょう
弾片,だんぺん
市壁,しへき
餓狼,がろう
汗止め,あせどめ
五十路,いそじ
砂壁,すなかべ
詐偽,さぎ
重ね重ね,かさねがさね
新色,しんしょく
水栓,すいせん
成猫,せいびょう
打っ壊れる,ぶっこわれる
平鍋,ひらなべ
猛犬,もうけん
官財,かんざい
生販,せいはん
下張り,したばり
素餐,そさん
晦渋,かいじゅう
生々,しょうじょう
山相,さんそう
積雲,せきうん
光堂,こうどう
花野,はなの
疑点,ぎてん
哲理,てつり
唐門,からもん
堂主,どうしゅ
悪果,あっか
厭離,えんり
下策,げさく
下婢,かひ
火難,かなん
禍事,まがごと
怪事,かいじ
薫香,くんこう
検する,けんする
権臣,けんしん
原隊,げんたい
在唐,ざいとう
寺務,じむ
住まわす,すまわす
上疏,じょうそ
須臾,しゅゆ
石坂,いしざか
遷化,せんげ
善説,ぜんせつ
俗書,ぞくしょ
属目,しょくもく
踏み行う,ふみおこなう
麦秋,ばくしゅう
晩唐,ばんとう
非違,ひい
別業,べつぎょう
奉安,ほうあん
卜辞,ぼくじ
万灯,まんどう
門流,もんりゅう
野薔薇,のばら
野ばら,のばら
浴衣掛け,ゆかたがけ
浴衣がけ,ゆかたがけ
利鎌,とがま
利生,りしょう
溜り水,たまりみず
たまり水,たまりみず
偃武,えんぶ
殯,あがり
衒気,げんき
鹹水,かんすい
襟刳り,えりぐり
襟ぐり,えりぐり
路盤,ろばん
近野,ちかの
追い付き,おいつき
追いつき,おいつき
名臣,めいしん
選炭,せんたん
蒼生,そうせい
撫で斬り,なでぎり
なで切り,なでぎり
愛息,あいそく
静電,せいでん
国公私立,こっこうしりつ
眼瞼,がんけん
陸稲,おかぼ
英中,えいちゅう
回旋,かいせん
内腔,ないくう
雲山,うんざん
展転,てんでん
農牧,のうぼく
馬料,ばりょう
来者,らいしゃ
老農,ろうのう
隻手,せきしゅ
規正,きせい
外護,がいご
乾肉,かんにく
寒露,かんろ
行き止まる,ゆきどまる
左道,さどう
策源,さくげん
手弱女,たおやめ
盛り分ける,もりわける
亡君,ぼうくん
桀紂,けっちゅう
詭計,きけい
神使,しんし
組み版,くみはん
通解,つうかい
整い,ととのい
総有,そうゆう
外接,がいせつ
混色,こんしょく
代書,だいしょ
猫ま,ねこま
猫魔,ねこま
本読み,ほんよみ
俚言,りげん
分位,ぶんい
溶質,ようしつ
ｍｓａ,えむえすえー
ＭＳＡ,えむえすえー
母貝,ぼがい
緩め,ゆるめ
追い炊き,おいだき
追いだき,おいだき
能開,のうかい
野池,のいけ
落球,らっきゅう
和種,わしゅ
紅藻,こうそう
臭素,しゅうそ
完食,かんしょく
黒毛,くろげ
振るえる,ふるえる
先回,せんかい
燃油,ねんゆ
鳩胸,はとむね
ハト胸,はとむね
疳の虫,かんのむし
天壌,てんじょう
鈍麻,どんま
罵り,ののしり
埋め合わす,うめあわす
陰膳,かげぜん
悔し紛れ,くやしまぎれ
慨然,がいぜん
空き部屋,あきべや
軽少,けいしょう
紫金,しきん
流亡,りゅうぼう
令色,れいしょく
綯い交ぜる,ないまぜる
結縁,けちえん
光陰,こういん
広布,こうふ
出し惜しむ,だしおしむ
訓電,くんでん
軽罪,けいざい
在隊,ざいたい
推算,すいさん
徳行,とっこう
表章,ひょうしょう
両州,りょうしゅう
両度,りょうど
国衙,こくが
酒酔い,さけよい
付け焼き,つけやき
頭屋,とうや
ｃｏｐ,こっぷ
閉校,へいこう
浴用,よくよう
在院,ざいいん
隠宅,いんたく
覆滅,ふくめつ
兵家,へいか
会告,かいこく
弓道,きゅうどう
鮮紅,せんこう
白星,しろぼし
脱硫,だつりゅう
路用,ろよう
放逸,ほういつ
澹,たん
雨催い,あまもよい
雨もよい,あまもよい
援農,えんのう
火急,かきゅう
杵柄,きねづか
金子,きんす
吾子,あご
後車,こうしゃ
砕身,さいしん
石中,せきちゅう
草鞋履き,わらじばき
沈座,ちんざ
泥壁,どろかべ
燃え残る,もえのこる
病質,びょうしつ
粉骨,ふんこつ
箒星,ほうきぼし
ほうき星,ほうきぼし
陰極,いんきょく
川方,かわかた
遺家族,いかぞく
一議,いちぎ
営倉,えいそう
割り木,わりき
高吟,こうぎん
国母,こくぼ
酷烈,こくれつ
駐ソ,ちゅうそ
敗滅,はいめつ
避退,ひたい
利敵,りてき
離れ去る,はなれさる
良法,りょうほう
牢死,ろうし
官地,かんち
演舞,えんぶ
窯変,ようへん
治天,じてん
三軍,さんぐん
子別れ,こわかれ
詩史,しし
大鷹,おおたか
町石,ちょうせき
無憂,むゆう
厄日,やくび
門脈,もんみゃく
重犯,じゅうはん
吏部,りぶ
磁化,じか
漸近,ぜんきん
別学,べつがく
選科,せんか
打ち払い,うちはらい
西壁,せいへき
珍聞,ちんぶん
鳶尾,いちはつ
歴博,れきはく
汗疱,かんぽう
旧悪,きゅうあく
胸糞,むなくそ
胸くそ,むなくそ
金欠,きんけつ
古屋,ふるや
砕氷,さいひょう
菜飯,なめし
産品,さんぴん
糸切り,いときり
小腰,こごし
水松,みる
生欠伸,なまあくび
生あくび,なまあくび
切れ口,きれくち
蝶鮫,ちょうざめ
八手,やつで
病相,びょうそう
肥厚,ひこう
構音,こうおん
黒炭,くろずみ
無記,むき
打ち抜き,うちぬき
封止,ふうし
山草,さんそう
仕込み杖,しこみづえ
典薬,てんやく
油炒め,あぶらいため
油いため,あぶらいため
鋼製,こうせい
異方,いほう
新湯,あらゆ
粗油,あらゆ
精練,せいれん
鮮黄,せんおう
農芸,のうげい
罰点,ばってん
南湖,なんこ
西電,せいでん
困民,こんみん
心房,しんぼう
書型,しょけい
貨泉,かせん
絹本,けんぽん
公地,こうち
国つ神,くにつかみ
山僧,さんそう
私撰,しせん
修徳,しゅうとく
秋景,しゅうけい
祝祷,しゅくとう
神祭り,かみまつり
神まつり,かみまつり
正税,しょうぜい
声義,せいぎ
石片,せきへん
